epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,357.112,0.59119,0.33905,0.86639,0.95301,0.91579,0.96232,0.76535,0.83673,0.4756,0.99588,0.00108115,0.00108115,0.00108115
154,359.688,0.58138,0.3377,0.88205,0.95414,0.91579,0.96782,0.77324,0.82094,0.46443,0.98544,0.00107173,0.00107173,0.00107173
155,361.866,0.5681,0.33747,0.86167,0.95414,0.91579,0.96782,0.77324,0.82094,0.46443,0.98544,0.00106231,0.00106231,0.00106231
156,364.151,0.56847,0.33779,0.85469,0.94535,0.91042,0.97497,0.77856,0.81107,0.45983,0.97698,0.0010529,0.0010529,0.0010529
157,366.302,0.54731,0.33356,0.86862,0.94535,0.91042,0.97497,0.77856,0.81107,0.45983,0.97698,0.00104349,0.00104349,0.00104349
158,368.478,0.60856,0.34625,0.86401,0.91345,0.94737,0.97116,0.77128,0.8446,0.47057,0.98837,0.00103409,0.00103409,0.00103409
159,371.062,0.56592,0.32921,0.8607,0.94409,0.91579,0.95885,0.77169,0.81095,0.46524,0.98084,0.00102469,0.00102469,0.00102469
160,373.229,0.57202,0.33065,0.85882,0.94409,0.91579,0.95885,0.77169,0.81095,0.46524,0.98084,0.0010153,0.0010153,0.0010153
161,375.419,0.55319,0.32455,0.86252,0.87985,0.95789,0.9531,0.76099,0.78769,0.48678,0.9754,0.00100592,0.00100592,0.00100592
162,378.004,0.52383,0.3171,0.84947,0.87985,0.95789,0.9531,0.76099,0.78769,0.48678,0.9754,0.000996557,0.000996557,0.000996557
163,380.427,0.61261,0.33307,0.88381,0.89204,0.95789,0.94576,0.74965,0.81479,0.51839,0.9831,0.0009872,0.0009872,0.0009872
164,383.048,0.5867,0.34168,0.87296,0.88549,0.94737,0.94787,0.72811,0.83908,0.52314,0.98698,0.000977856,0.000977856,0.000977856
165,385.236,0.54728,0.32267,0.87049,0.88549,0.94737,0.94787,0.72811,0.83908,0.52314,0.98698,0.000968525,0.000968525,0.000968525
166,387.46,0.5459,0.31987,0.86295,0.87203,0.94737,0.93684,0.70022,0.95286,0.56949,1.03378,0.000959209,0.000959209,0.000959209
167,390.052,0.61944,0.33642,0.88852,0.87203,0.94737,0.93684,0.70022,0.95286,0.56949,1.03378,0.000949908,0.000949908,0.000949908
168,392.24,0.55014,0.31862,0.85208,0.85665,0.94737,0.93666,0.68952,0.97634,0.60556,1.04265,0.000940624,0.000940624,0.000940624
169,394.804,0.52246,0.31921,0.85033,0.83596,0.97895,0.95166,0.70899,0.91792,0.57418,1.01084,0.000931357,0.000931357,0.000931357
170,396.962,0.55228,0.33056,0.86701,0.83596,0.97895,0.95166,0.70899,0.91792,0.57418,1.01084,0.000922108,0.000922108,0.000922108
171,399.124,0.54462,0.3127,0.85043,0.89358,0.91579,0.94991,0.70054,0.95173,0.57275,1.01978,0.000912879,0.000912879,0.000912879
172,401.716,0.55716,0.32026,0.85955,0.89358,0.91579,0.94991,0.70054,0.95173,0.57275,1.01978,0.000903671,0.000903671,0.000903671
173,403.889,0.54718,0.3244,0.87089,0.88336,0.95662,0.96088,0.72175,0.9341,0.53784,1.01556,0.000894484,0.000894484,0.000894484
174,406.124,0.5344,0.31968,0.86028,0.8997,0.93684,0.95563,0.73498,0.91719,0.52979,1.01026,0.00088532,0.00088532,0.00088532
175,408.692,0.5587,0.3167,0.86252,0.8997,0.93684,0.95563,0.73498,0.91719,0.52979,1.01026,0.000876179,0.000876179,0.000876179
176,410.875,0.51359,0.30538,0.85642,0.87491,0.95713,0.95909,0.75043,0.90809,0.5145,1.00686,0.000867063,0.000867063,0.000867063
177,413.455,0.51573,0.30813,0.85359,0.87491,0.95713,0.95909,0.75043,0.90809,0.5145,1.00686,0.000857972,0.000857972,0.000857972
178,415.669,0.56382,0.32629,0.86765,0.92347,0.88913,0.96297,0.73396,0.95263,0.52761,1.01595,0.000848908,0.000848908,0.000848908
179,418.236,0.54734,0.33584,0.85207,0.92665,0.88421,0.96043,0.7443,0.90459,0.53605,0.99737,0.000839871,0.000839871,0.000839871
180,420.446,0.52287,0.30961,0.84501,0.92665,0.88421,0.96043,0.7443,0.90459,0.53605,0.99737,0.000830863,0.000830863,0.000830863
181,422.619,0.53815,0.31492,0.84261,0.94249,0.93684,0.9672,0.75055,0.89409,0.5063,0.99498,0.000821885,0.000821885,0.000821885
182,425.149,0.52747,0.3222,0.85322,0.94249,0.93684,0.9672,0.75055,0.89409,0.5063,0.99498,0.000812937,0.000812937,0.000812937
183,427.352,0.51806,0.31337,0.84034,0.90941,0.95107,0.9716,0.75911,0.85363,0.47964,0.98124,0.00080402,0.00080402,0.00080402
184,429.539,0.54791,0.32617,0.87054,0.90903,0.94663,0.97283,0.78032,0.8158,0.46546,0.96318,0.000795136,0.000795136,0.000795136
185,432.169,0.54331,0.31508,0.8602,0.90903,0.94663,0.97283,0.78032,0.8158,0.46546,0.96318,0.000786285,0.000786285,0.000786285
186,434.338,0.51428,0.30199,0.83144,0.96604,0.89846,0.96994,0.78619,0.81269,0.4684,0.96119,0.000777469,0.000777469,0.000777469
187,436.851,0.52297,0.31307,0.85345,0.96604,0.89846,0.96994,0.78619,0.81269,0.4684,0.96119,0.000768688,0.000768688,0.000768688
188,439.004,0.48734,0.30208,0.85047,0.90424,0.95789,0.96366,0.77797,0.79042,0.46904,0.95722,0.000759943,0.000759943,0.000759943
189,441.171,0.50467,0.32375,0.83813,0.9,0.94734,0.95935,0.76221,0.83079,0.47166,0.97511,0.000751236,0.000751236,0.000751236
190,443.759,0.50372,0.31122,0.84849,0.9,0.94734,0.95935,0.76221,0.83079,0.47166,0.97511,0.000742567,0.000742567,0.000742567
191,445.923,0.50564,0.30205,0.8477,0.90985,0.95619,0.96054,0.77455,0.82539,0.45708,0.97547,0.000733937,0.000733937,0.000733937
192,448.058,0.47375,0.29169,0.84312,0.90985,0.95619,0.96054,0.77455,0.82539,0.45708,0.97547,0.000725347,0.000725347,0.000725347
193,450.689,0.4663,0.29232,0.84119,0.91026,0.95789,0.9664,0.78044,0.81499,0.457,0.96709,0.000716799,0.000716799,0.000716799
194,452.928,0.52871,0.30584,0.85663,0.91813,0.94437,0.97122,0.78114,0.82433,0.45231,0.96672,0.000708292,0.000708292,0.000708292
195,455.469,0.48765,0.29583,0.82571,0.91813,0.94437,0.97122,0.78114,0.82433,0.45231,0.96672,0.000699828,0.000699828,0.000699828
196,457.703,0.52187,0.30698,0.85789,0.88377,0.9605,0.97076,0.76499,0.84497,0.46634,0.97411,0.000691409,0.000691409,0.000691409
197,459.892,0.5122,0.30489,0.84646,0.88377,0.9605,0.97076,0.76499,0.84497,0.46634,0.97411,0.000683034,0.000683034,0.000683034
198,462.498,0.53379,0.30249,0.85159,0.91649,0.92422,0.97027,0.76479,0.82967,0.46454,0.97439,0.000674704,0.000674704,0.000674704
199,464.68,0.61421,0.32305,0.88922,0.92283,0.91579,0.96649,0.79992,0.76492,0.46278,0.95291,0.000666422,0.000666422,0.000666422
200,467.024,0.5098,0.29745,0.85754,0.92283,0.91579,0.96649,0.79992,0.76492,0.46278,0.95291,0.000658187,0.000658187,0.000658187
201,469.839,0.4613,0.29185,0.83732,0.88257,0.94937,0.96443,0.80218,0.75716,0.46381,0.94793,0.00065,0.00065,0.00065
202,472.19,0.4682,0.29339,0.84185,0.88257,0.94937,0.96443,0.80218,0.75716,0.46381,0.94793,0.000641863,0.000641863,0.000641863
203,474.592,0.46787,0.29822,0.84027,0.90099,0.95784,0.97279,0.80288,0.7562,0.44751,0.9475,0.000633776,0.000633776,0.000633776
204,476.986,0.48066,0.29381,0.8489,0.91137,0.97423,0.9744,0.80117,0.75746,0.44983,0.94668,0.00062574,0.00062574,0.00062574
205,479.587,0.52098,0.30159,0.84329,0.91137,0.97423,0.9744,0.80117,0.75746,0.44983,0.94668,0.000617756,0.000617756,0.000617756
206,481.848,0.49171,0.30005,0.83578,0.90244,0.96842,0.97286,0.81169,0.75546,0.4457,0.94401,0.000609825,0.000609825,0.000609825
207,484.24,0.52912,0.30271,0.8506,0.90244,0.96842,0.97286,0.81169,0.75546,0.4457,0.94401,0.000601948,0.000601948,0.000601948
208,487.044,0.47681,0.28526,0.83284,0.89585,0.96842,0.97253,0.80918,0.75474,0.44544,0.93955,0.000594125,0.000594125,0.000594125
209,489.246,0.46709,0.28308,0.83694,0.93313,0.92632,0.9749,0.81923,0.7436,0.44895,0.93527,0.000586358,0.000586358,0.000586358
210,492.003,0.52771,0.30735,0.85063,0.93313,0.92632,0.9749,0.81923,0.7436,0.44895,0.93527,0.000578647,0.000578647,0.000578647
211,494.365,0.48976,0.28676,0.83944,0.92802,0.93684,0.97309,0.81886,0.74099,0.45338,0.93253,0.000570993,0.000570993,0.000570993
212,496.575,0.47791,0.28872,0.85003,0.92802,0.93684,0.97309,0.81886,0.74099,0.45338,0.93253,0.000563398,0.000563398,0.000563398
213,499.179,0.50147,0.29014,0.84191,0.92749,0.9425,0.9751,0.81338,0.74604,0.44967,0.93362,0.000555861,0.000555861,0.000555861
214,501.421,0.48493,0.30023,0.84101,0.92699,0.93563,0.97477,0.80479,0.77167,0.45144,0.9471,0.000548384,0.000548384,0.000548384
215,503.592,0.45532,0.29413,0.84781,0.92699,0.93563,0.97477,0.80479,0.77167,0.45144,0.9471,0.000540967,0.000540967,0.000540967
216,506.17,0.46165,0.28404,0.84007,0.9157,0.93684,0.9751,0.80323,0.78689,0.44838,0.95614,0.000533612,0.000533612,0.000533612
217,508.698,0.51567,0.29772,0.85187,0.9157,0.93684,0.9751,0.80323,0.78689,0.44838,0.95614,0.000526318,0.000526318,0.000526318
218,510.88,0.46876,0.28542,0.83963,0.90889,0.94511,0.97662,0.80276,0.77455,0.43975,0.95511,0.000519088,0.000519088,0.000519088
219,513.438,0.47887,0.28607,0.85111,0.90895,0.96842,0.97739,0.81093,0.74854,0.43216,0.94437,0.000511921,0.000511921,0.000511921
220,515.612,0.44222,0.27422,0.8312,0.90895,0.96842,0.97739,0.81093,0.74854,0.43216,0.94437,0.000504819,0.000504819,0.000504819
221,517.811,0.45339,0.27498,0.85172,0.90512,0.96842,0.97612,0.80554,0.75296,0.41972,0.94511,0.000497782,0.000497782,0.000497782
222,519.994,0.49425,0.29498,0.83201,0.90512,0.96842,0.97612,0.80554,0.75296,0.41972,0.94511,0.000490812,0.000490812,0.000490812
223,522.582,0.47041,0.28447,0.85265,0.91305,0.95789,0.97673,0.80723,0.76925,0.42413,0.95314,0.000483908,0.000483908,0.000483908
224,524.763,0.47526,0.28473,0.84329,0.91977,0.96547,0.97815,0.81271,0.77378,0.42678,0.95597,0.000477071,0.000477071,0.000477071
225,527.253,0.46193,0.27541,0.84967,0.91977,0.96547,0.97815,0.81271,0.77378,0.42678,0.95597,0.000470303,0.000470303,0.000470303
226,529.465,0.45653,0.27331,0.83822,0.90773,0.96842,0.97815,0.8114,0.76102,0.42064,0.95337,0.000463604,0.000463604,0.000463604
227,532.023,0.48535,0.28317,0.86173,0.90773,0.96842,0.97815,0.8114,0.76102,0.42064,0.95337,0.000456975,0.000456975,0.000456975
228,534.186,0.45808,0.28268,0.83679,0.89416,0.97818,0.97565,0.80451,0.76173,0.42178,0.95225,0.000450416,0.000450416,0.000450416
229,536.758,0.47178,0.27896,0.84232,0.94567,0.91619,0.97443,0.79414,0.77583,0.4321,0.95771,0.000443928,0.000443928,0.000443928
230,538.928,0.44871,0.27465,0.83182,0.94567,0.91619,0.97443,0.79414,0.77583,0.4321,0.95771,0.000437513,0.000437513,0.000437513
231,541.148,0.50786,0.29261,0.85527,0.89851,0.97895,0.97536,0.79001,0.79166,0.42677,0.96358,0.00043117,0.00043117,0.00043117
232,543.71,0.4693,0.27975,0.8472,0.89851,0.97895,0.97536,0.79001,0.79166,0.42677,0.96358,0.0004249,0.0004249,0.0004249
233,545.972,0.43431,0.27153,0.83304,0.91609,0.97895,0.9758,0.78385,0.81293,0.4257,0.97167,0.000418704,0.000418704,0.000418704
234,548.828,0.46651,0.27888,0.83333,0.92026,0.97895,0.9746,0.79574,0.80658,0.42952,0.9671,0.000412584,0.000412584,0.000412584
235,551.015,0.45317,0.27855,0.83203,0.92026,0.97895,0.9746,0.79574,0.80658,0.42952,0.9671,0.000406538,0.000406538,0.000406538
236,553.245,0.44272,0.27528,0.83094,0.92041,0.97895,0.97226,0.78355,0.80915,0.4302,0.96625,0.000400569,0.000400569,0.000400569
237,555.811,0.44911,0.27597,0.83241,0.92041,0.97895,0.97226,0.78355,0.80915,0.4302,0.96625,0.000394676,0.000394676,0.000394676
238,558.028,0.4429,0.27067,0.83446,0.92042,0.97895,0.97282,0.77359,0.81565,0.43284,0.96789,0.00038886,0.00038886,0.00038886
239,560.269,0.41759,0.26095,0.82593,0.91424,0.96842,0.97523,0.77845,0.83062,0.44042,0.96845,0.000383123,0.000383123,0.000383123
240,562.83,0.44461,0.27239,0.84456,0.91424,0.96842,0.97523,0.77845,0.83062,0.44042,0.96845,0.000377464,0.000377464,0.000377464
241,565.055,0.43655,0.27311,0.83413,0.92822,0.95282,0.97615,0.76455,0.88403,0.45804,0.9872,0.000371885,0.000371885,0.000371885
242,567.249,0.43992,0.27184,0.84026,0.92822,0.95282,0.97615,0.76455,0.88403,0.45804,0.9872,0.000366385,0.000366385,0.000366385
243,569.904,0.44908,0.27638,0.83743,0.91752,0.93684,0.97392,0.76095,0.88536,0.45656,0.98813,0.000360966,0.000360966,0.000360966
244,572.121,0.41948,0.26245,0.83693,0.91556,0.93684,0.97273,0.77076,0.85937,0.44187,0.98226,0.000355627,0.000355627,0.000355627
245,574.665,0.44169,0.26407,0.84207,0.91556,0.93684,0.97273,0.77076,0.85937,0.44187,0.98226,0.000350371,0.000350371,0.000350371
246,576.909,0.4136,0.25952,0.82596,0.91884,0.95345,0.96802,0.78768,0.82054,0.42842,0.97003,0.000345196,0.000345196,0.000345196
247,579.078,0.4412,0.26535,0.83194,0.91884,0.95345,0.96802,0.78768,0.82054,0.42842,0.97003,0.000340105,0.000340105,0.000340105
248,581.674,0.41256,0.25918,0.83098,0.89662,0.95789,0.96592,0.7919,0.79701,0.42472,0.96026,0.000335097,0.000335097,0.000335097
249,583.841,0.39961,0.25658,0.82254,0.91018,0.95997,0.96461,0.79259,0.78243,0.42638,0.95381,0.000330172,0.000330172,0.000330172
250,586.338,0.4176,0.25774,0.83053,0.91018,0.95997,0.96461,0.79259,0.78243,0.42638,0.95381,0.000325332,0.000325332,0.000325332
251,588.516,0.44336,0.26333,0.83066,0.90189,0.96765,0.96765,0.80945,0.76455,0.42855,0.94725,0.000320577,0.000320577,0.000320577
252,591.037,0.4038,0.25576,0.83141,0.90189,0.96765,0.96765,0.80945,0.76455,0.42855,0.94725,0.000315908,0.000315908,0.000315908
253,593.22,0.43572,0.26945,0.82709,0.91957,0.96283,0.96799,0.80878,0.76431,0.42959,0.9495,0.000311324,0.000311324,0.000311324
254,595.827,0.42712,0.2623,0.82412,0.91635,0.95789,0.96832,0.80484,0.78536,0.43468,0.95999,0.000306827,0.000306827,0.000306827
255,597.963,0.43455,0.26701,0.83156,0.91635,0.95789,0.96832,0.80484,0.78536,0.43468,0.95999,0.000302417,0.000302417,0.000302417
256,600.136,0.41332,0.26117,0.82916,0.91976,0.96534,0.9711,0.80138,0.79968,0.4325,0.96951,0.000298094,0.000298094,0.000298094
257,602.288,0.45316,0.26772,0.83232,0.91976,0.96534,0.9711,0.80138,0.79968,0.4325,0.96951,0.000293859,0.000293859,0.000293859
258,604.849,0.43696,0.26106,0.837,0.91976,0.96533,0.97366,0.80277,0.78979,0.42322,0.96602,0.000289713,0.000289713,0.000289713
259,607.033,0.42122,0.25839,0.83876,0.91981,0.96842,0.97517,0.80242,0.78913,0.41705,0.9655,0.000285656,0.000285656,0.000285656
260,609.255,0.42428,0.26398,0.82119,0.91981,0.96842,0.97517,0.80242,0.78913,0.41705,0.9655,0.000281688,0.000281688,0.000281688
261,611.885,0.45821,0.26949,0.84525,0.9198,0.96583,0.9753,0.79398,0.79699,0.42135,0.97012,0.000277809,0.000277809,0.000277809
262,614.026,0.42019,0.2625,0.82305,0.9198,0.96583,0.9753,0.79398,0.79699,0.42135,0.97012,0.000274021,0.000274021,0.000274021
263,616.582,0.45027,0.26251,0.84702,0.90929,0.96842,0.97572,0.79101,0.81993,0.42175,0.98173,0.000270323,0.000270323,0.000270323
264,618.746,0.44686,0.26575,0.82619,0.90997,0.96842,0.97516,0.79072,0.82021,0.41939,0.98439,0.000266716,0.000266716,0.000266716
265,621.26,0.40115,0.25232,0.82857,0.90997,0.96842,0.97516,0.79072,0.82021,0.41939,0.98439,0.000263201,0.000263201,0.000263201
266,623.461,0.43999,0.26795,0.8297,0.91174,0.97862,0.97497,0.80134,0.78932,0.41292,0.97319,0.000259778,0.000259778,0.000259778
267,625.987,0.42046,0.25871,0.82895,0.91174,0.97862,0.97497,0.80134,0.78932,0.41292,0.97319,0.000256446,0.000256446,0.000256446
268,628.171,0.43887,0.26425,0.82957,0.90948,0.96842,0.97362,0.8124,0.77714,0.41438,0.96882,0.000253207,0.000253207,0.000253207
269,630.742,0.41208,0.25549,0.82345,0.90912,0.96842,0.97288,0.81095,0.77965,0.41029,0.97078,0.000250061,0.000250061,0.000250061
270,632.915,0.42431,0.26094,0.83462,0.90912,0.96842,0.97288,0.81095,0.77965,0.41029,0.97078,0.000247008,0.000247008,0.000247008
271,635.101,0.3985,0.25666,0.82231,0.90833,0.96842,0.97209,0.81493,0.77317,0.41415,0.96848,0.000244049,0.000244049,0.000244049
272,637.636,0.40631,0.25405,0.82733,0.90833,0.96842,0.97209,0.81493,0.77317,0.41415,0.96848,0.000241184,0.000241184,0.000241184
273,639.856,0.45107,0.26953,0.83901,0.90051,0.97895,0.97267,0.82031,0.76279,0.41042,0.96288,0.000238412,0.000238412,0.000238412
274,642.628,0.41169,0.25845,0.82388,0.91091,0.97895,0.97443,0.8223,0.74972,0.40717,0.95566,0.000235736,0.000235736,0.000235736
275,644.933,0.45171,0.26398,0.83256,0.91091,0.97895,0.97443,0.8223,0.74972,0.40717,0.95566,0.000233154,0.000233154,0.000233154
276,647.283,0.44602,0.25873,0.83096,0.90258,0.97524,0.97478,0.82271,0.74955,0.40277,0.95228,0.000230667,0.000230667,0.000230667
277,649.975,0.40878,0.254,0.83677,0.90258,0.97524,0.97478,0.82271,0.74955,0.40277,0.95228,0.000228275,0.000228275,0.000228275
278,652.329,0.41613,0.24946,0.84363,0.9163,0.95789,0.97445,0.82201,0.74963,0.40427,0.95338,0.000225979,0.000225979,0.000225979
279,654.906,0.44555,0.26002,0.83521,0.91915,0.95742,0.97465,0.81291,0.75881,0.41306,0.96073,0.000223779,0.000223779,0.000223779
280,657.069,0.42193,0.26212,0.82865,0.91915,0.95742,0.97465,0.81291,0.75881,0.41306,0.96073,0.000221675,0.000221675,0.000221675
281,659.246,0.42505,0.25813,0.82979,0.91563,0.95789,0.9743,0.80439,0.77975,0.4154,0.97026,0.000219667,0.000219667,0.000219667
282,661.812,0.38852,0.24982,0.82364,0.91563,0.95789,0.9743,0.80439,0.77975,0.4154,0.97026,0.000217756,0.000217756,0.000217756
283,663.997,0.42199,0.25824,0.84223,0.91406,0.95789,0.9746,0.80658,0.79153,0.41396,0.97329,0.000215941,0.000215941,0.000215941
284,666.167,0.39559,0.24704,0.82346,0.91915,0.95789,0.9746,0.80224,0.78766,0.40587,0.9726,0.000214224,0.000214224,0.000214224
285,668.703,0.38587,0.24301,0.81832,0.91915,0.95789,0.9746,0.80224,0.78766,0.40587,0.9726,0.000212604,0.000212604,0.000212604
286,670.9,0.41743,0.25727,0.81756,0.91718,0.95789,0.97443,0.8007,0.7806,0.40412,0.96953,0.00021108,0.00021108,0.00021108
287,673.071,0.38302,0.2466,0.82288,0.91718,0.95789,0.97443,0.8007,0.7806,0.40412,0.96953,0.000209655,0.000209655,0.000209655
288,675.661,0.39877,0.24854,0.81755,0.91678,0.95789,0.97392,0.80108,0.77525,0.40154,0.9671,0.000208327,0.000208327,0.000208327
289,677.843,0.37227,0.24004,0.82501,0.91688,0.95789,0.97376,0.80247,0.77638,0.39688,0.96565,0.000207097,0.000207097,0.000207097
290,679.977,0.43255,0.26358,0.84864,0.91688,0.95789,0.97376,0.80247,0.77638,0.39688,0.96565,0.000205965,0.000205965,0.000205965
291,682.728,0.38413,0.23931,0.81851,0.91724,0.95789,0.97443,0.8104,0.76761,0.39415,0.96018,0.00020493,0.00020493,0.00020493
292,685.45,0.39274,0.2417,0.81267,0.91724,0.95789,0.97443,0.8104,0.76761,0.39415,0.96018,0.000203994,0.000203994,0.000203994
293,687.605,0.38299,0.2352,0.80822,0.91751,0.95789,0.97494,0.81281,0.76052,0.39085,0.95579,0.000203156,0.000203156,0.000203156
294,689.784,0.35319,0.22268,0.80404,0.91662,0.95789,0.97455,0.81207,0.76255,0.39095,0.95714,0.000202417,0.000202417,0.000202417
295,691.934,0.35333,0.22156,0.80498,0.91662,0.95789,0.97455,0.81207,0.76255,0.39095,0.95714,0.000201776,0.000201776,0.000201776
296,694.439,0.36791,0.22683,0.80517,0.90898,0.95789,0.97389,0.80913,0.76434,0.3989,0.95862,0.000201233,0.000201233,0.000201233
297,696.554,0.3975,0.23981,0.81639,0.90898,0.95789,0.97389,0.80913,0.76434,0.3989,0.95862,0.000200789,0.000200789,0.000200789
298,698.724,0.36642,0.22562,0.80976,0.90825,0.95789,0.97484,0.80351,0.77016,0.40154,0.96192,0.000200444,0.000200444,0.000200444
299,701.311,0.36601,0.22906,0.79734,0.90637,0.95789,0.97557,0.80533,0.76959,0.40225,0.96018,0.000200197,0.000200197,0.000200197
300,703.45,0.37802,0.23314,0.81839,0.90637,0.95789,0.97557,0.80533,0.76959,0.40225,0.96018,0.000200049,0.000200049,0.000200049
